Duration,Protocol,Service,Flag,Scr_bytes,Dts_bytes,Time,Source,Destination,Length,Info
0,1,0,0,483,0,1317.127698,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1317.127698,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1317.228884,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,1317.239231,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,0,0,0,78,0,1317.680945,10.10.10.10,188.172.214.47,78,"54656  >  5938 [PSH, ACK] Seq=1229 Ack=654 Win=508 Len=24"
0,0,0,0,0,60,1317.718898,188.172.214.47,10.10.10.10,60,5938  >  54656 [ACK] Seq=654 Ack=1253 Win=878 Len=0
0,0,0,0,0,78,1317.718898,188.172.214.47,10.10.10.10,78,"5938  >  54656 [PSH, ACK] Seq=654 Ack=1253 Win=878 Len=24"
0,0,0,0,54,0,1317.774759,10.10.10.10,188.172.214.47,54,54656  >  5938 [ACK] Seq=1253 Ack=678 Win=507 Len=0
0,0,0,0,55,0,1318.2608,10.10.10.10,20.10.31.115,55,[TCP Keep-Alive] 49411  >  443 [ACK] Seq=303 Ack=514 Win=509 Len=1
1,0,0,0,0,66,1318.35811,20.10.31.115,10.10.10.10,66,[TCP Keep-Alive ACK] 443  >  49411 [ACK] Seq=514 Ack=304 Win=7788 Len=0 SLE=303 SRE=304
0,3,0,0,367,0,1319.379111,RuckusWirele_0a:34:c0,Broadcast,367,Ethernet II
0,1,0,0,387,0,1319.389473,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,1,0,0,431,0,1319.686336,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1319.686863,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1319.697313,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1319.697313,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1319.697313,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,1319.788738,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,0,0,0,332,0,1319.993569,31.13.89.53,10.10.10.10,332,Application Data
0,0,0,0,0,126,1320.045569,10.10.10.10,31.13.89.53,126,Application Data
0,0,0,0,60,0,1320.062154,31.13.89.53,10.10.10.10,60,443  >  54790 [ACK] Seq=28002 Ack=9984 Win=355 Len=0
0,1,0,0,431,0,1320.099508,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1320.099508,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1320.099508,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1320.099508,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1320.203773,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
2,1,0,0,495,0,1320.203773,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,431,0,1322.655969,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1322.6564,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1322.656738,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1322.666801,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1322.666801,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,0,0,0,78,0,1322.71408,10.10.10.10,188.172.214.47,78,"54656  >  5938 [PSH, ACK] Seq=1253 Ack=678 Win=507 Len=24"
0,1,0,0,495,0,1322.75838,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,0,0,0,60,0,1322.796055,188.172.214.47,10.10.10.10,60,5938  >  54656 [ACK] Seq=678 Ack=1277 Win=878 Len=0
0,1,0,0,431,0,1323.167983,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1323.168456,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1323.168711,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1323.173391,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1323.173391,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
1,1,0,0,495,0,1323.270303,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,387,0,1324.402069,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,0,0,0,172,0,1324.569731,162.125.21.3,10.10.10.10,172,Application Data
0,0,0,0,0,134,1324.571978,10.10.10.10,162.125.21.3,134,Application Data
0,0,0,0,0,1466,1324.57207,10.10.10.10,162.125.21.3,1466,55065  >  443 [ACK] Seq=22134 Ack=979 Win=130304 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,1466,1324.57207,10.10.10.10,162.125.21.3,1466,55065  >  443 [ACK] Seq=23546 Ack=979 Win=130304 Len=1412 [TCP segment of a reassembled PDU]
0,0,0,0,0,686,1324.57207,10.10.10.10,162.125.21.3,686,Application Data
0,0,0,0,60,0,1324.657127,162.125.21.3,10.10.10.10,60,443  >  55065 [ACK] Seq=979 Ack=22134 Win=66560 Len=0
0,0,0,0,60,0,1324.660398,162.125.21.3,10.10.10.10,60,443  >  55065 [ACK] Seq=979 Ack=23546 Win=66560 Len=0
0,0,0,0,60,0,1324.660398,162.125.21.3,10.10.10.10,60,443  >  55065 [ACK] Seq=979 Ack=25590 Win=65536 Len=0
0,0,0,0,0,111,1324.971859,10.10.10.10,52.123.190.70,111,Application Data
0,0,0,0,100,0,1325.061224,52.123.190.70,10.10.10.10,100,Application Data
0,0,0,0,0,54,1325.112731,10.10.10.10,52.123.190.70,54,54743  >  443 [ACK] Seq=2321 Ack=1685 Win=511 Len=0
0,1,0,0,431,0,1325.113591,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1325.114042,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1325.124262,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1325.124262,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1325.216026,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,1325.22447,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,431,0,1325.625553,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1325.625994,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1325.626308,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1325.63659,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1325.63659,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,1325.728044,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,0,0,0,55,0,1325.975386,10.10.10.10,35.236.71.176,55,[TCP Keep-Alive] 54962  >  443 [ACK] Seq=1085 Ack=249 Win=512 Len=1
0,0,0,0,0,66,1326.03284,35.236.71.176,10.10.10.10,66,[TCP Keep-Alive ACK] 443  >  54962 [ACK] Seq=249 Ack=1086 Win=249 Len=0 SLE=1085 SRE=1086
0,1,0,0,431,0,1326.137674,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1326.138178,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1326.138463,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1326.138726,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1326.242896,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
1,1,0,0,495,0,1326.242896,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,0,0,0,97,0,1327.057779,10.10.10.10,20.7.2.167,97,Application Data
0,0,0,0,0,228,1327.154472,20.7.2.167,10.10.10.10,228,Application Data
0,0,0,0,54,0,1327.198685,10.10.10.10,20.7.2.167,54,54666  >  443 [ACK] Seq=1291 Ack=5221 Win=508 Len=0
0,1,0,0,431,0,1327.676737,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1327.677065,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1327.677243,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1327.677483,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1327.687892,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
1,1,0,0,495,0,1327.687892,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,431,0,1328.697728,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1328.698236,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1328.698505,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1328.698793,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1328.705686,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,1328.799939,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,3,0,0,60,0,1329.107164,Sonicwall_1b:3a:38,Broadcast,60,Who has 10.10.10.173? Tell 10.10.10.254
0,3,0,0,367,0,1329.424562,RuckusWirele_0a:34:c0,Broadcast,367,Ethernet II
1,1,0,0,387,0,1329.424562,10.10.10.251,10.10.10.255,387,36075  >  60000 Len=345
0,1,0,0,252,0,1330.029299,10.10.10.183,224.0.0.251,252,"Standard query response 0x0000 PTR, cache flush JC-Mac.local PTR, cache flush JC-Mac.local NSEC, cache flush E.5.C.5.B.5.2.B.0.C.7.5.8.4.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 183.10.10.10.in-addr.arpa OPT"
0,1,0,0,308,0,1330.029876,10.10.10.183,224.0.0.251,308,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
0,1,0,0,272,0,1330.037474,fe80::1848:57c0:b25b:5c5e,ff02::fb,272,"Standard query response 0x0000 PTR, cache flush JC-Mac.local PTR, cache flush JC-Mac.local NSEC, cache flush E.5.C.5.B.5.2.B.0.C.7.5.8.4.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 183.10.10.10.in-addr.arpa OPT"
0,1,0,0,328,0,1330.04012,fe80::1848:57c0:b25b:5c5e,ff02::fb,328,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
0,0,0,0,342,0,1330.04012,0.0.0.0,255.255.255.255,342,DHCP Request  - Transaction ID 0xa2a0225a
0,2,0,0,78,0,1330.04012,fe80::c2ea:e4ff:fe1b:3a38,ff02::1,78,Router Advertisement from c0:ea:e4:1b:3a:38
0,3,0,0,42,0,1330.04012,Apple_a9:92:44,Broadcast,42,ARP Announcement for 10.10.10.183
0,3,0,0,42,0,1330.141287,Apple_a9:92:44,Broadcast,42,Who has 10.10.10.254? Tell 10.10.10.183
0,1,0,0,244,0,1330.141287,10.10.10.183,224.0.0.251,244,"Standard query 0x0000 ANY JC Mac._airplay._tcp.local, ""QU"" question ANY 109F41A99244@JC Mac._raop._tcp.local, ""QU"" question ANY JC-Mac.local, ""QU"" question SRV 0 0 7000 JC-Mac.local SRV 0 0 7000 JC-Mac.local AAAA fe80::1848:57c0:b25b:5c5e A 10.10.10.183 OPT"
0,1,0,0,264,0,1330.141287,fe80::1848:57c0:b25b:5c5e,ff02::fb,264,"Standard query 0x0000 ANY JC Mac._airplay._tcp.local, ""QU"" question ANY 109F41A99244@JC Mac._raop._tcp.local, ""QU"" question ANY JC-Mac.local, ""QU"" question SRV 0 0 7000 JC-Mac.local SRV 0 0 7000 JC-Mac.local AAAA fe80::1848:57c0:b25b:5c5e A 10.10.10.183 OPT"
0,3,0,0,46,0,1330.335922,10.10.10.71,224.0.0.251,46,Membership Report group 224.0.0.251
0,1,0,0,141,0,1330.340346,10.10.10.71,224.0.0.251,141,"Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR lb._dns-sd._udp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question"
0,1,0,0,161,0,1330.340346,fe80::ab:3020:bda9:b47b,ff02::fb,161,"Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR lb._dns-sd._udp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question"
0,1,0,0,216,0,1330.612791,10.10.10.10,239.255.255.250,216,M-SEARCH * HTTP/1.1 
0,1,0,0,252,0,1330.65326,10.10.10.183,224.0.0.251,252,"Standard query response 0x0000 PTR, cache flush JC-Mac.local PTR, cache flush JC-Mac.local NSEC, cache flush E.5.C.5.B.5.2.B.0.C.7.5.8.4.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 183.10.10.10.in-addr.arpa OPT"
0,1,0,0,272,0,1330.65326,fe80::1848:57c0:b25b:5c5e,ff02::fb,272,"Standard query response 0x0000 PTR, cache flush JC-Mac.local PTR, cache flush JC-Mac.local NSEC, cache flush E.5.C.5.B.5.2.B.0.C.7.5.8.4.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 183.10.10.10.in-addr.arpa OPT"
0,1,0,0,346,0,1330.65326,10.10.10.183,224.0.0.251,346,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question ANY JC-Mac.local, ""QM"" question AAAA fe80::1848:57c0:b25b:5c5e A 10.10.10.183 OPT"
0,1,0,0,366,0,1330.65326,fe80::1848:57c0:b25b:5c5e,ff02::fb,366,"Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _airport._tcp.local, ""QU"" question PTR _uscan._tcp.local, ""QU"" question PTR _pdl-datastream._tcp.local, ""QU"" question PTR _ipp._tcp.local, ""QU"" question PTR _ptp._tcp.local, ""QU"" question PTR _scanner._tcp.local, ""QU"" question PTR _printer._tcp.local, ""QU"" question PTR _ippusb._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question PTR _uscans._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question PTR _googlecast._tcp.local, ""QU"" question ANY JC-Mac.local, ""QM"" question AAAA fe80::1848:57c0:b25b:5c5e A 10.10.10.183 OPT"
0,1,0,0,217,0,1330.662981,10.10.10.10,239.255.255.250,217,M-SEARCH * HTTP/1.1 
0,1,0,0,112,0,1330.84922,10.10.10.183,224.0.0.251,112,"Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question OPT"
0,1,0,0,132,0,1330.84922,fe80::1848:57c0:b25b:5c5e,ff02::fb,132,"Standard query 0x0000 PTR _sleep-proxy._udp.local, ""QM"" question OPT"
0,1,0,0,244,0,1330.950558,10.10.10.183,224.0.0.251,244,"Standard query 0x0000 ANY JC Mac._airplay._tcp.local, ""QU"" question ANY 109F41A99244@JC Mac._raop._tcp.local, ""QU"" question ANY JC-Mac.local, ""QM"" question SRV 0 0 7000 JC-Mac.local SRV 0 0 7000 JC-Mac.local AAAA fe80::1848:57c0:b25b:5c5e A 10.10.10.183 OPT"
0,1,0,0,264,0,1330.95653,fe80::1848:57c0:b25b:5c5e,ff02::fb,264,"Standard query 0x0000 ANY JC Mac._airplay._tcp.local, ""QU"" question ANY 109F41A99244@JC Mac._raop._tcp.local, ""QU"" question ANY JC-Mac.local, ""QM"" question SRV 0 0 7000 JC-Mac.local SRV 0 0 7000 JC-Mac.local AAAA fe80::1848:57c0:b25b:5c5e A 10.10.10.183 OPT"
0,1,0,0,194,0,1331.260028,10.10.10.183,224.0.0.251,194,"Standard query 0x0000 ANY JC Mac._airplay._tcp.local, ""QM"" question ANY 109F41A99244@JC Mac._raop._tcp.local, ""QM"" question SRV 0 0 7000 JC-Mac.local SRV 0 0 7000 JC-Mac.local OPT"
0,1,0,0,159,0,1331.260028,10.10.10.183,224.0.0.251,159,"Standard query response 0x0000 AAAA, cache flush fe80::1848:57c0:b25b:5c5e A, cache flush 10.10.10.183 NSEC, cache flush JC-Mac.local OPT"
0,1,0,0,179,0,1331.260028,fe80::1848:57c0:b25b:5c5e,ff02::fb,179,"Standard query response 0x0000 AAAA, cache flush fe80::1848:57c0:b25b:5c5e A, cache flush 10.10.10.183 NSEC, cache flush JC-Mac.local OPT"
0,3,0,0,42,0,1331.260028,Apple_a9:92:44,Broadcast,42,Who has 10.10.10.254? Tell 10.10.10.183
0,1,0,0,122,0,1331.360027,10.10.10.71,224.0.0.251,122,"Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
0,1,0,0,142,0,1331.360427,fe80::ab:3020:bda9:b47b,ff02::fb,142,"Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR lb._dns-sd._udp.local, ""QM"" question"
0,3,0,0,42,0,1331.472516,Apple_a9:92:44,Broadcast,42,ARP Announcement for 10.10.10.183
0,1,0,0,194,0,1331.472516,10.10.10.183,224.0.0.251,194,"Standard query 0x0000 ANY JC Mac._airplay._tcp.local, ""QM"" question ANY 109F41A99244@JC Mac._raop._tcp.local, ""QM"" question SRV 0 0 7000 JC-Mac.local SRV 0 0 7000 JC-Mac.local OPT"
0,1,0,0,214,0,1331.472516,fe80::1848:57c0:b25b:5c5e,ff02::fb,214,"Standard query 0x0000 ANY JC Mac._airplay._tcp.local, ""QM"" question ANY 109F41A99244@JC Mac._raop._tcp.local, ""QM"" question SRV 0 0 7000 JC-Mac.local SRV 0 0 7000 JC-Mac.local OPT"
0,1,0,0,216,0,1331.62268,10.10.10.10,239.255.255.250,216,M-SEARCH * HTTP/1.1 
0,1,0,0,217,0,1331.669719,10.10.10.10,239.255.255.250,217,M-SEARCH * HTTP/1.1 
0,1,0,0,253,0,1331.672355,10.10.10.183,224.0.0.251,253,"Standard query 0x0000 PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question OPT"
0,1,0,0,273,0,1331.672355,fe80::1848:57c0:b25b:5c5e,ff02::fb,273,"Standard query 0x0000 PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question OPT"
0,3,0,0,42,0,1331.76972,Apple_a9:92:44,Broadcast,42,Who has 10.10.10.254? Tell 10.10.10.183
0,1,0,0,873,0,1331.770153,10.10.10.183,224.0.0.251,873,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR JC Mac._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR 109F41A99244@JC Mac._raop._tcp.local SRV, cache flush 0 0 7000 JC-Mac.local SRV, cache flush 0 0 7000 JC-Mac.local NSEC, cache flush JC Mac._airplay._tcp.local NSEC, cache flush 109F41A99244@JC Mac._raop._tcp.local OPT"
1,1,0,0,893,0,1331.776463,fe80::1848:57c0:b25b:5c5e,ff02::fb,893,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR JC Mac._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR 109F41A99244@JC Mac._raop._tcp.local SRV, cache flush 0 0 7000 JC-Mac.local SRV, cache flush 0 0 7000 JC-Mac.local NSEC, cache flush JC Mac._airplay._tcp.local NSEC, cache flush 109F41A99244@JC Mac._raop._tcp.local OPT"
0,1,0,0,159,0,1332.283575,10.10.10.183,224.0.0.251,159,"Standard query response 0x0000 AAAA, cache flush fe80::1848:57c0:b25b:5c5e A, cache flush 10.10.10.183 NSEC, cache flush JC-Mac.local OPT"
0,1,0,0,179,0,1332.284086,fe80::1848:57c0:b25b:5c5e,ff02::fb,179,"Standard query response 0x0000 AAAA, cache flush fe80::1848:57c0:b25b:5c5e A, cache flush 10.10.10.183 NSEC, cache flush JC-Mac.local OPT"
0,1,0,0,216,0,1332.625663,10.10.10.10,239.255.255.250,216,M-SEARCH * HTTP/1.1 
0,1,0,0,217,0,1332.672561,10.10.10.10,239.255.255.250,217,M-SEARCH * HTTP/1.1 
0,1,0,0,1030,0,1332.69162,10.10.10.183,224.0.0.251,1030,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR JC Mac._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR 109F41A99244@JC Mac._raop._tcp.local SRV, cache flush 0 0 7000 JC-Mac.local SRV, cache flush 0 0 7000 JC-Mac.local PTR, cache flush JC-Mac.local PTR, cache flush JC-Mac.local NSEC, cache flush JC Mac._airplay._tcp.local NSEC, cache flush 109F41A99244@JC Mac._raop._tcp.local NSEC, cache flush E.5.C.5.B.5.2.B.0.C.7.5.8.4.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 183.10.10.10.in-addr.arpa OPT"
0,1,0,0,1050,0,1332.694764,fe80::1848:57c0:b25b:5c5e,ff02::fb,1050,"Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR JC Mac._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR 109F41A99244@JC Mac._raop._tcp.local SRV, cache flush 0 0 7000 JC-Mac.local SRV, cache flush 0 0 7000 JC-Mac.local PTR, cache flush JC-Mac.local PTR, cache flush JC-Mac.local NSEC, cache flush JC Mac._airplay._tcp.local NSEC, cache flush 109F41A99244@JC Mac._raop._tcp.local NSEC, cache flush E.5.C.5.B.5.2.B.0.C.7.5.8.4.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 183.10.10.10.in-addr.arpa OPT"
0,1,0,0,431,0,1333.104862,10.10.10.118,239.255.255.250,431,NOTIFY * HTTP/1.1 
0,1,0,0,440,0,1333.104862,10.10.10.118,239.255.255.250,440,NOTIFY * HTTP/1.1 
0,1,0,0,483,0,1333.104862,10.10.10.118,239.255.255.250,483,NOTIFY * HTTP/1.1 
0,1,0,0,511,0,1333.104862,10.10.10.118,239.255.255.250,511,NOTIFY * HTTP/1.1 
0,1,0,0,497,0,1333.104862,10.10.10.118,239.255.255.250,497,NOTIFY * HTTP/1.1 
0,1,0,0,495,0,1333.210978,10.10.10.118,239.255.255.250,495,NOTIFY * HTTP/1.1 
0,1,0,0,216,0,1333.628323,10.10.10.10,239.255.255.250,216,M-SEARCH * HTTP/1.1 
0,1,0,0,217,0,1333.675143,10.10.10.10,239.255.255.250,217,M-SEARCH * HTTP/1.1 
0,1,0,0,110,0,1333.722275,10.10.10.183,10.10.10.255,110,Release NB JC-MAC<00>
0,1,0,0,277,0,1333.930246,10.10.10.183,224.0.0.251,277,"Standard query 0x0000 PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
0,1,0,0,297,0,1333.930246,fe80::1848:57c0:b25b:5c5e,ff02::fb,297,"Standard query 0x0000 PTR _airport._tcp.local, ""QM"" question PTR _uscan._tcp.local, ""QM"" question PTR _pdl-datastream._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question PTR _ptp._tcp.local, ""QM"" question PTR _scanner._tcp.local, ""QM"" question PTR _printer._tcp.local, ""QM"" question PTR _ippusb._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question PTR _uscans._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question OPT"
